Id,Text
"54987","ups, согласен, с конструктором херню сморозил, думал сначала пример использования внутри одного класса экземпляра другого класса написать да чет заумничался и ерунду написал."
"72142","ажакса? xDDD"
"86448","Я извиняюсь, но narod.ru это вообще край... **www.ayola.net** для начала самое оно!"
"103696","http://lmgtfy.com/?q=%D0%BA%D0%B0%D0%BA+%D1%81%D0%B4%D0%B5%D0%BB%D0%B0%D1%82%D1%8C+%D1%81%D0%BC%D1%81+%D0%B1%D0%B8%D0%BB%D0%BB%D0%B8%D0%BD%D0%B3+%D0%BD%D0%B0+%D1%81%D0%B0%D0%B9%D1%82%D0%B5

Так, где медаль?"
"212149","//Sarcasm С помощью программы."
"214198","Как бы да. Просто если ты скачал новую версию доунгрейд делать не вариант. И единственное спасение это проверять версию ios и нужные методы подставлять. И да как говорил aknew симулятором проверяйте все ньюансы... А то может и предпроцесорных ифов не надо."
"224653","Книга просто замечательная, если автор хочет именно освоить JS, а не просто делать свистелки-перделки  на jQuery для говносайтов на говно cms, то эта книга просто обязательна к прочтению…"
"245550","конечно это тут нахрен не упало, и писал это неосилятор.
1
Если бы ты подучил матчасть, ты бы такую херню не нёс
2
ты НИХРЕНА не знаешь
3 ...
Я мог бы тоже на половину вопросов написать ""в гугл!"" или ""зачем тебе это?"", но этот форум создан ровно для противоположного: знаешь ответ, хочешь помочь - помоги, база знаний пополнится. Не хочешь помогать - пройди мимо"
"252761","восемь бы плюсов поставил за вот эту фразу;

>Молодой человек, если вы пинали х** 6 лет ...

я, наверное, слишком злой человек, но иных мыслей этот вопрос у меня не вызывеает - человек, шесть лет занимавшийся неизвестно чем, на исходе учебы делает глаза как у Кота из мультфильма про Шрека и просит ему помочь. А потом придет устраиваться  работу и, закинув ногу на ногу, сообщит, что рассчитывает на зарплату в до х...я тысяч рублей, ведь рынок диктует условия"
"268037","@vkovalchuk88 я не говорю, что программисты на PHP сплошь рукожопые говнокодеры, а программисты на C#/Java - крутые профи. Разумеется, это не так. Есть множество высококлассных специалистов, пишущих на PHP. Речь о том, что в силу исторических причин у этого языка  есть ряд проблем (поверьте, не я один о них говорю), из-за которых он в качестве первого языка - не самая лучшая идея. Я охотно верю, что у вас есть не меньше причин любить его. В таком случае лучше рсскажите о них в отдельном ответе, чтобы ТС'у было из чего выбрать. Не итсключаю, что я не упомянул о каких-то важных его преимущества"
"307184","Поколение ойфон пытается кодировать - жесть ваще..."
"310528","Зачем мне эта ссылка? Я там ничего не понял... Что именно изменять?"
"323823","for i := 1 to TMemo1.Text do
Ахереть не встать ))
Может пока почитать основы? Без обид, но надо хоть разбираться, что ты пишешь, копипастишь"
"404777","я пробовал JavaRush. Прогесс не сохраняется так что приходится нажимать на кнопку десятки раз. Извините я к этому не готов. Но все же благодарю за информацию."
"422695","Это не вопрос, это кто-то просто стебется над ресурсом. Ещё немного терпения и я больше никогда не буду приходить сюда. Вы правда думаете, что нормальный чел зарегится, добавит аву и даже на встречные вопросы отвечать не будет? Нужно быть дебилом чтобы не заметить, как последнее время здесь таких просто куева туча. Ты как лох читаешь простыню, задаешь встречный вопрос, а они не отвечают. За то потом у кого-то слишком умного соса рейтинги запредельные, так как за его ответы сто сорок этих ботов голосуют. Это было модно раньше, но сейчас я на этот ресурс начал смотреть как на полного *вно."
"20380","Вообще вот [здесь][1] очень много ответов.


  [1]: http://lmgtfy.com/?q=%D0%BF%D0%BE%D0%BB%D0%BD%D0%BE%D0%B5+%D1%83%D0%B4%D0%B0%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5+MySQL+%D1%81%D0%B5%D1%80%D0%B2%D0%B5%D1%80%D0%B0"
"67525","Если не силён, зачем отвечаешь?"
"101349","и че? делай..."
"115457","[**http://lmgtfy.com/?q=gmon.out**][1]

[1]: http://lmgtfy.com/?q=gmon.out"
"121337","@AlexWindHope, ну-ну, раз ты предлагаешь такой супер-вариант, раскрой его суть в ответе. А, заодно, расскажи как ты будешь определять отвалившихся клиентов зная только `online=1`. Не, можно конечно очередной итерацией крона гасить всех, у кого `online=1` не обращая внимание на то, что один загрузил страницу две минуты назад а другой - секунду назад. . И там-же расскажи для кого твой CRON будет регулярно дергать скрипты в периоды нулевой посещаемости сайта.> для адекватного решения этой задачи однозначно нужен сервер. Ржунимагу, кто бы говорил про капитана."
"146727","Может я ерунду скажу, но почему бы не запустить поиск самой ос сервера? http://ru2.php.net/manual/ru/function.exec.php"
"180551","@sergiks, ты меня прямо за живое схватил, я уже неделю над этой твоей задачей думаю, спать стал плохо )Я все еще в поисках. Думаю, развивать ли тот алгоритм. Как сделать его более устойчивым к изменению размеров - вроде придумал. Плюс: этому алгоритму плевать на гвозди в плакате, они просто так и останутся помехами на декодированном изображении (этого даже может и не произойти - смотря, где гвоздь). Проблема в том, как рассчитать skew."
"181134","А можно чуть поподробнее про баг? Ну или хотя бы скажи, что-где смотреть, а то не ясно. Не все пользуют Symfony2, кстати.Если не получится много, можно пару строк, на которых спотыкается?"
"200340","Delphi умер :(

"
"202680","Видимо, какой-нибудь программистский бог за что-то проклял php и обрек его быть уделом школоты и говнокодства. ""Данные, не отмеченные чекбоксом"" - это же надо такое сморозить)))"
"203347","да, ты прав, можно создать такой скрипт (на JS), но гораздо проще достигнуть такого эффекта через CSS. Но твой текст плохочитаемый, придумай лучше."
"208095","И мне вариант с инъекциями похапешными ближе. Пробовал я. Как и все, наверное, писал я свою системку. Так вот встал вопрос о темплейтах. Начал прикидывать: просто строку вывести — не проблема: str_preplace, и все. А если это будет не строка, а набор данных? Тогда нужно крутить ушами: делать какую-то псевдо-функцию, которая будет вызывать итерацию. А если внутри еще что-то?.. Ну здец, короче. И стало мне ясно: лучше сделать так, как все уже понимают, чем делать интерпретатор в интерпретаторе (производительность явно падает, при чем, для похапе — весьма заметно), сочиняя мануал на ходу."
"224339","http://lmgtfy.com/?q=actionscript+webcam"
"227897","бд построена абы как ( нифига не понятно"
"230070","капслок отожмите"
"232878","одно дело - выражать личное мнение. другое - пытаться под***ать того, кто задал вопрос"
"256309","все равно не работает("
"263376","eicho а вам куда?Быдло."
"299462","согласен с Вами!"
"324229","@straikmen, http://lmgtfy.com/?q=php+mysql"
"401423","И за
`except
     on e:Exception do
`
пальчики мелкими круглогубцами выкорчевывать, дабы либо обрабатывал/передавал дальше исключения или не писал вовсе..."
"415042","штаааааааааааааа?"
"432643","Вам нужно сделать минималестический пример и залить его на jsFiddle. А иначе Вы просто отнимаете время у людей. И Ваши размеры превышают максимально допустимые в IE и на мобильных платформах. И зачем Вы показали какой-то туалетный обрывок кода, когда в нем даже i не используется. Вы его сами что придумали? Что это?"
"40215","Ой... а что, кто-то смотрит на императивных быдлокодеров как на говно? ;)) Распять таких вверх ногами! :) Ну а ""выкинуть"" пришлось добавить только потому, что ответа на поставленный вопрос (как избежать мумба-юмбы) в случае Java не существует. Принципиально не существует. Чтобы он засуществовал, пришлось и ""выкидывать"". А недостатки, конечно, существуют и в Scala. Только они там другого рода, как бы это правильнее выразиться, другого ""уровня"". Повышая степень абстракции, вы можете исправить ошибки дизайна нижестоящих уровней, но не можете избежать появления ошибок на вышестоящих уровнях."
"67273","И это очень плохо. Не разобрался в указателях - считай, что С/С++ не знаешь."
"68295","+1 Мне тоже очень интересно..."
"80178","Я и не собираюсь обижаться я только выбираю CMS a Joomla первая с которой познакомился. Много где слышал что Joomla на айс но так и не услышал почему именно. Вот и вы написали что говно, а почему ответить забыли.

На счет своей CMS рановато мне пока что да и где то тут на сайте читал ответы про свою CMS один особенно запомнился: ""Свои CMS внутри такое г что хоть стой хоть падай""
И еще пару  ответов типа я свою CMS уже 1-5 лет разрабатываю...
Так что своя CMS для меня не вариант нету ни опыта ни столько времени по крайней мере пока что может быть попозже..."
"88866","[Гугл в помощь!][1]  
Оба ваши вопроса [решены][2]! Учитесь искать.


  [1]: https://www.google.ru/#hl=ru&safe=off&sa=X&ei=TxVeT-6gBMWeOob4nFU&sqi=2&ved=0CBoQvwUoAQ&q=работа+с+массивом+C%23&spell=1&bav=on.2,or.r_gc.r_pw.r_cp.,cf.osb&fp=8cc807cb206ef534&biw=1276&bih=868
  [2]:  http://progclub.ru/?p=2041"
"122076","тогда, никак. Это же главная фишка. Представьте себе на секунду, что это было бы возможно. Сотни сайтов бы запускали `format c:` (конечно же команда была бы другой, это исключительно для примера) и миллионы хомячков плакали и не устанавливали флеш."
"134508","@rasmisha, а какая разница то? Число представляется в виде summ((base)^k * (цифра)) при этом разряды до запятой это k>=0, а после k<0. Я понимаю, калькулятор винды не умеет в шестнадцатиричной системе дроби рисовать, но это не показатель :-)"
"153327","помню доктор Попов на огурци советовал садится, думаю должно помочь и тут"
"176356","а к чему это? :D usleep(20000000); и такая же беда. Файл создаётся только 1 раз за много секунд."
"193368","дурак что-ли? Прочитай мои комменты, капитан очевидность, блин!!!"
"208980","`Mono==говно` это сырая вещь пока непригодная для продакшн разработки. Многие уже зубки обломали."
"215231","@ivan89 установите себе [Intellij IDEA](http://www.jetbrains.com/idea/download/index.html) Community Edition - тогда у вас таких идиётских вопросов не будет. А пока закрываю вопрос."
"234265","https://github.com/WordPress/WordPress только у них уровень намного выше вашего, вряд-ли ваш код пойдет куда-нибудь. А так
 - [вот этот человек несколько минут назад сделал кучку коммитов в WP](https://github.com/markjaquith) спросите у него чем вы можете быть полезны."
"234566","Да никакой. Хотя, я бы мог сказать так: вы сделали дамп БД, но файл с дампом не сохранили и пошли на пиво. А когда вернулись, то увидели, что злой хацкер вашу базу похерил - значит это был просто дамп. Но если вы сохранили файл с дампом, бухали неделю, а после отходняков, увидев, что вашу базу грохнули, то без труда восстановили её из того самого файла - это был бэкап )))"
"248169","Про MVC все так красиво расписано аж страшно стало. Но сомневаюсь что в реальном случае это приживётся, особенно на заводе, где я работаю.  К примеру база над которой сейчас работаю ДО МЕНЯ выглядела вот так - http://goo.gl/8qYfrqИ после того я переделал базу - http://goo.gl/J8yHCM . В некоторых полях вообще через пробел цифры были (это так списки были организованы). Таблица Block вообще тихий ужас - 121 столбец.Так что сейчас еще более менее какая то структура есть. Но до идеала конечно далеко, но это уже клиент надо пилить правильно, а как я не знаю пока что."
"58527","Тогда уж лучше:    <input type=""checkbox"" id=""check-1"" />    <label id=""count-check-1"" for=""check-1"">15 Человек</label>И `<label>` свою функциональность выполняет и тегов меньше :)"
"81506","Начните с чего-то другого, истину говорю я вам. У кого php первый язык - это практически крест на программисте за редким исключением. Освойте паскаль/с, потом для php этого вопроса просто не возникнет."
"134265","Вы хотите имитировать действия пользователя, как это сделано например в [lmgtfy.com][http://lmgtfy.com/?q=%D0%BA%D0%B0%D0%BA+%D0%BF%D0%B5%D1%80%D0%B5%D0%BC%D0%B5%D1%89%D0%B0%D1%82%D1%8C+%D0%BA%D1%83%D1%80%D1%81%D0%BE%D1%80+%D0%BC%D1%8B%D1%88%D0%BA%D0%B8+%D1%81+%D0%BF%D0%BE%D0%BC%D0%BE%D1%89%D1%8C%D1%8E+JS%3F] ?"
"169895","@KoVadim вам всё равно будет не интересно :-) И вы видимо не поняли, о чем я написал в своем комментарии. Слили - т.е. через хостинг как-то умудрились пролезть. Я могу вам отдельно зашифровать парочку файлов, если уж так желаете покопаться."
"210807","Что-то мешает собрать исполняемый файл и посмотреть внутрь него?"
"245554","Где негатив? Иди на википедию читать описание ""негатив""а.

Это тут нахрен не упало - знал бы матчасть, понял почему. Да, если бы ты подучил матчасть - ты бы тоже такую херню не нёс. Он реально нихрена не знает - это объективный факт. Тут нет негатива, мне на вас абсалютно похрен.

Нихрена ты бы не мог. Этот форум для вопросов, которых в гугле нет. Его код а) бесполезно говно, б) никому нахрен не нужен. с) 99% ответов на вопросы - это копипаста с гугла, детсадовская мистика и придания, либо тотальная неосиляторская ересь.

Это не помощь - это потокание. Авось осилишь понять в чем разница."
"255563","@jcmax, если не обрабатывается POST - это либо связка апача, мускула и пхп неправильно настроена, либо руки не из того места."
"268133","Патамучто, вместо того, чтобы чему-то научится - они юзают это говно. Вообще тот, кто чему-то учится должен всё писать с нуля.


Чтобы юзать сканф надо понимать что и как юзать, а уж потом юзать. Если не хочешь понимать - иди в другой ЯП, где есть защита от дурака.


Толку от этой бесполезности? Ну заюзал он примитивный сканф? Что дальше? Попытался бы что-то запилить - не зафейлил так.

А теперь типа код есть, профита нет - пацана порешали, а код этот наполовину копипаста. Вы за него сделали лабу - он пошел жрать ягу дальше."
"268382","нужно однозначно создать пустой проект, и не будет всякого лишнего, как сказал superhackkiller1997 говна"
"268669","да я то думал что она не пустая раз на экран выводит вопрос в принципе снят, это я конечно же криворук."
"277057","@odmink0 Некомпетентный динозавр. Хм. Ну, юное компетентентное млекопитающее, ответьте, почему вот эта вот хрень работает, и где написано, что она должна работать. perl v5.14.2

    #!/usr/bin/perl -w
    use strict;
    $a = 5;
    $b = 6;
    print $a+ $b;

А до кучи -- сколько подобных задниц разбросано по просторам perl'а"
"308779","впадлу... работает и ладно... Если работает я лучше не буду трогать)))"
"320275","[координаты точки на окружности](http://lmgtfy.com/?q=%D0%BA%D0%BE%D0%BE%D1%80%D0%B4%D0%B8%D0%BD%D0%B0%D1%82%D1%8B+%D1%82%D0%BE%D1%87%D0%BA%D0%B8+%D0%BD%D0%B0+%D0%BE%D0%BA%D1%80%D1%83%D0%B6%D0%BD%D0%BE%D1%81%D1%82%D0%B8&l=1)"
"346964","ЗЫ: Поставил себе Teamviewer на андроидный планшет - просто песня!!! Теперь мне пофиг где я, и где мой сервер - из любого места можно управлять! (Не сочтите за рекламу.) Одно сложно - правильно пальцем попадать!"
"360068","Проведите свое исследование. Иначе какой смысл был доучиваться до диплома?"
"167031","А что такого сложного в словах ""рефакторинг"" и ""паттерны""? Или они просто так круто звучат, что их сложно понять? И зачем читать мегатонны ""букав"", когда в справочнике написано про паттерны: это работает так, это так, другое так. Что я делаю дальше? Дальше я начинаю экспериментировать, пробовать, учиться. И как вы можете судить о собственном опыте, а не книжном, даже не зная на собственной шкуре, что это такое? А теоретически такие люди более грамотны, более подкованы, более сообразительны, ведь пока за вас думала книжка, они обучались сами. А это самое ценное."
"172312","Да ты чё, ололоша моя, ты о5 лезешь? Как ты меня уже достал, везде лезешь - всегда споришь, всегда садишься в лужу, но не унимаешься?


Какой программ, какой с файлом? Чё несёшь? Ты хоть знаешь для чего в своих стримах есть этот флаг(и да ололоша, если он есть в твоих плюсах - это не значит, что он есть везде. И да, он не нужен)? Вот пойди, прочитай учебник, а потом со мной спорь и минусуй. Смысловой нагрузки в этих твоих ""режимах"" ноль, и в стандарте это написанно.



Мне даже обозлённому дну объяснять что-то лень. Ололоша, иди подучи матчасть, а уж потом спорь, лезь и минусуй."
"178713","Я лично так и не понял какого типа переменные `OutObject` и `OldElement`. Без этого дальнейший разговор бессмысленен."
"182757","@savro, а я бы на Вашем месте, на досуге бы подумал, как применить результаты этой статьи к функциям."
"204785","Перефразируйте, так, что бы каждый,не ломая голову, понял что вы хотите."
"209080","bootstrap же, vkontakte же!!! что тут не понятного??? Расширение блока же!!! :) Гггг :)"
"245511","Нет, ну вы поглядите - я описал досконально поведение конпелятора и он даже не удасужился прочитать мой коммент. Хотя нет, он читал.@KoVadim, cos(const) будет заменено на константу, любая константа.Конпелятор и делает анализ, создатели конпелятора запилили фичи - никто тебе не мешает делать компилтайм функции в гцц. И эти фичи прямого к косу, сину отношение не имеют. Это те же самый cos()/sin(), это значение не имеет. builtin'ы запилены, как косталь к бинарной либц."
"311909","Проковырялся полдня, читая мануал прогуарда и ставя эксперименты. Результат нулевой. Так и не нашел как исключить из обсфукации сервис ITelefony
Максимум что добиься это не обсфуцируется имя самого сервиса и вложенных классов. Всё остальное херится. И при работе вылетают сообщения, что до методов сервиса нельзя достучаться...
Может кто-то сталкивался с подобной проблемой? Подскажите, как решить!"
"322556","Ты тролль, что ли?"
"352858","@deivan вы видимо относитесь к классу ""ассемблерщик"" т.е. пока квантовую физику не понял офисом пользоваться не имеешь права. Дурацкий подход если что. Как раз работая с фреймворком, ты начинаешь понимать какие подходы используют умные люди вместо того, чтобы закреплять самопридуманные кривые паттерны."
"388954","Хочу добавить, что раньше я считал, что obj-c лучшее, что могло произойти с C, но сейчас я так же говорю про Swift."
"398999","@avp, диссером занимался. А ник сократил, чтобы вам было удобнее его набирать )))"
"438376","@igumnov: ты че тупишь? Кто такой основатель парадигмы? Ты че реально даун? Это тот кто эту парадигму выработал и впервые озвучил её в массах! Так понятно? Текст? При чем ответы? при том что тема висела, что можно и нужно отвечать на переведенные ответы с английского если они часто вплывают в русском сегменте! Не слышал такого? Иди шизу трольскую гоняй."
"441684","Я голосую за закрытие этого вопроса как не соответствующего теме, потому что он не имеет отношения к программированию или системному администрированию"
"21060","имхо, завязывайте быдлокодить и переходите к шаблонизаторам и mvc!"
"37372","Спасибо, посмотрю."
"39158","<small>какая разница? linux рулит ^^</small>"
"85722","Бля продуплил. Народ не подскажите как обрабатывать ответы http сервера на C++."
"108307","@AlexWindHope, ну ты во первых не хами, во вторых какое тебе дело, была проблема, я ее решил таким способом и посоветовал свой способ ТСу. и в третьих - для того чтоб передать по клику 3 параметра целый класс в приложение мне нахрен не надо."
"114273","Отвечающие так по-видимому изучили java'у. И им хочется, чтобы и другие её изучали, ""чтоб жизнь мёдом не казалась""А вообеще есть правило ""программы под линукс никому не нужны. Что означает: есть некоторые линуксоспецифичные вещи, их без нужды использовать не надо. А так нижний уровень -- POSIX,  который много кто поддерживает, про qt-gtk и говорить не стоит."
"115852","@javabitz, вы уже год новичок. Я на php3 через год написал пусть убогий, но работающий сайт с бложиком и галереей, параллельно занимаясь по дельфям и ассемблеру. Так что, пардон, как говорят в fallout online, страдайте)"
"162730","Если будет хотя бы 100 одновременных посещений - мускуль ляжет почти навернякаНу если конечно это не dedicated server с 4-мя 4-ядерными ксеонами и 32 гигами оперативки :)"
"190131","@Shock

![http://upyourpic.org/images/201301/5euotaym83.png][1]

Обращаться только так. Да и с разметкой в комментариях туговато. 


  [1]: http://upyourpic.org/images/201301/5euotaym83.png"
"192946","Хотя на сайте jQuery в документации написано что должно работать так как я написал в первом варианте. Сколько я не бился никогда он у меня не работал. Вот зачем они убрали .live ??? Ведь с ним было все проще, зачем все усложнять :("
"206929","@Stas0n синтаксически это выглядит не очень..."
"208079","во-первых, держите себя в руках и в рамках приличия. С этими вашими ""херушками"" вы не по адресу. А во-вторых, если вы ""все понимаете с этими инкрементами"", то могли бы заметить, что и цикл ведет себя в обоих случаях вполне логично"
"215360","Сомнительна польза от этого класса.  
Упор(н|от)ое употребление слова **склоенение** в комментариях заставляет задуматься."
"234844","""собираются и не знают с чего начать"" обычно школьники, решившие сделать супер-мега-крутую игру-где-можно-грабить-корованы. Взрослые и умные дяди чаще всего собираются под конкретную идею и уже знаю чего хотят"
"256186","ЛуТше выучить хотя бы одну технологию до конца.."
"258994","@falstaf  не правильно, нужно показывать как набирать(а то ведь не знают как печатать)! [вот пример поиска][1]  



[а вот тут можно повторить][2] 


  [1]: http://lmgtfy.com/?q=c%2B%2B+read+text+file+line+by+line
  [2]: http://lmgtfy.com/"
"352693","потому что будет то же, что и с жквери -- молодняк вместо того, чтобы разбираться в сути программирования на джаваскрипт, кидается изучать работы с фремворками/плагинами по видеоурокам, и в результате генерится поток тупых вопросов на разеых тематических площадках )))"
"371427","https://www.google.ru/#newwindow=1&q=%D0%BA%D0%BB%D0%B8%D0%BA+%D0%B2%D0%BD%D0%B5+%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8+jquery"
"416033","Почитайте как пользоваться Stackoverflow, может поймете ""юмор""."
"416226","Не является ответом на вопрос. Чтобы оставить свои замечания или попросить у автора внести уточнения, оставьте комментарий к соответствующему сообщению."
"445349","И что вам помешало сделать элементарные вещи типа ""посмотреть в другой файл""? Да, этот ресурс сделан для того, чтобы помогать людям. Но не для того, чтобы делать за бездельников и бездарей их работу бесплатно."
"45569","@pilip, автору вопроса это все равно не поможет (см другие вопросы его)"
"60984",":DDDDDDDDD Это да...Но всё ровно не дело им программированием заниматься...

ps.Зануды правят миром :DDDDDDD"
"81251","[click it](http://lmgtfy.com/?q=php+zip)"
"86195","Ну, так что? Есть у кого-нибудь какие-нибудь соображения по этому поводу?"
"86799","Та вы уже задалбали... нахер повторять вопрос? Если нет ответа на предыдущий значит нужно ждать! По Вашему мнению тут люди или боты общаются?"
"97027","туда-сюда запросы гонят не хочется, хочется сразу его нах... послать!
:)"
"103861","Добрый день, вы можете поискать информацию в поисковике, а можете обратиться ко мне. Я программист flash."
"110863","1. Сфотографировать экран с открытым доком в блокноте

2. Отсканировать и распознать

3. Открыть перл

4. Произнести волшебные слова

5. Открыть документ...

6. Указать файл"
"125235","> уникального ничего, обычный редактор

@johniek_comp, а ваша Галя балувана! ))"
"134195","Что вы попытались сделать, чтобы решить эту проблему?"
"172074","@VladD, Т.е. ты предпологаешь, что управление кучей в рантайме лучше, чем в компилтайме? Ты крут, чувак. 


Я уж не говорю о том, что твой GC тормазит так, что ёперный театр. Мб ты хочешь батл? Давай я заплю кольцевой буфер и буду дёргать оттуда елементы, потом рандомно их удалять, а потом ты запилишь то же на своём GC, а потом ты уже ничего не скажешь.





Знаешь почему концепция говно? GC, как и иная другая попытка понять, что хотел програмист никогда не сможет работать с кпд больше 1-3%. Вот когда они изобретут GC с идеальным ИИ и без локов - ты мне скажешь, что я был не прав, а пока."
