"632","","-10","<p>Есть конечно!<br>
</p>
<pre><code>var thingsv = [length, value];
</code></pre>",""
"168079","","-10","<p>А откуда в С/С++ какой-то тип bool, если их нет? bool в С++ - это кастыль для галочки и булом вообще не является, а сделан для не осилятор С-стайл записи. </p>
<p>В си есть ноль, либо !(не)ноль. Никаких 1 и 0 там нет, ибо вместо !0 может быть хоть 100500. Когда люди начитаются всякой муры про мистический тип bool, которого не существует, а потом пытаются понять Си - получается вот такая вот байда.</p>
<p>Результат ! очень прост - это НЕ ноль, если она применяется к нулю и НОЛЬ если применяется НЕ к нулю. А то с вашими горе объяснениями получается, что !100500 - это !bool, хотя 100500 - это не bool. Это путает людей и они пытаются это криво понимать, а потом рождаются неосиляторы, которые ноют ""ааа, в С++ нет полноценного bool - бида"".</p>",""
"22129","","-10","<ul>
<li>3 В Windows нет системы прав доступа к файлам и папкам.</li>
<li>4 В Windows нет возможности поставить квоты.</li>
<li>5 В Linux файловая система лучше и быстрее, подсчет/расчет быстрее.</li>
<li>6 В Linux много bash команд, которые существенно помогают в разработке АСУ.</li>
</ul>",""
"639788","","-10","<p>jjfdkljfdhhfdhshhjkdfhsgdshjkjkjkjkjkghgggggggggggffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff ffffffffffffffffffffffffff  fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffdddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd</p>
",""
"649421","","-10","<p>Проснитесь, на дворе не 1970 год, игра Змейка - это хотя бы вот:</p>

<p><a href=""https://i.stack.imgur.com/PL1sy.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/PL1sy.jpg"" alt=""введите сюда описание изображения""></a></p>

<p>А у вас что за гадость?<br>
А если на Java написать нормальную змейку, то ей для нормальной работы понадобится Intel i5 и в ОЗУ она будет занимать 1 ГБ, а написать ее на Swing без игрового ""движка"" и даже 3D ""движка"" понадобится несколько человеко-лет.</p>

<p>А так, конечно есть.<br> <a href=""https://www.google.ru/search?newwindow=1&amp;site=&amp;source=hp&amp;q=swing+onkeydown"" rel=""nofollow noreferrer"">https://www.google.ru/search?newwindow=1&amp;site=&amp;source=hp&amp;q=swing+onkeydown</a> <br>
Структурно, такое реализуется через паттерн Listener или @Override'ом методов при субклассинге, подробности по ссылке выше.</p>
",""
"634108","","-9","<p>сука, хотел зарегаться в проге, зарегался на сайте. говно.</p>
",""
"618229","","-9","<p>Ну, плагин Jquery подключается! А в чем сообственно дело то? Код вроде не вредоносный. Если не знаешь откуда беруться эти коды, то знай, что html-код формируется динамически. То есть ты вставил например на свой сайт скрипт javascript например откуда нибудь с другого сайта. В этом javascript такой строчки нет. Но после того, как ты вставил его и посмотрел код, который тебе сформировал браузер - вдруг увидел незнакомый код. Он сформировался из тех посторонних скриптов, которые ты поставил на свой сайт. Например, поставил кнопку поделиться! Браузер видит одно, но ты видишь совмем другое. </p>
",""
"425152","","-9","<p>Смысл ооп в том, чтобы свести Вашу работу к удовольствию, а не перебору овса от пшеницы. Поверьте на слово, обойтись без ооп просто невозможно. Этого можно не заметить при создании отдельных классов или строчек кода, но собрать большое-поддерживаемое приложение невозможно.</p>

<p>Представьте что у Вас насморк, а Вас посылают сначала к хирургу, потом к гинекологу, потом к парикмахеру.. Уже возникает вопрос -зачем? А вот если не сделает по ооп, то чтобы найти ошибку, придется облазить весь код.</p>
",""
"90131","","-9","<p>Что там сложного то, в HTML 5 ? Теги теже, только пополнение новых пришло, атрибуты - тоже самое... Учите CSS и HTML комплексно, ибо это самый удобный способ повалить сразу 2-х заек=) Потом переходите на PHP и сразу на 5-ю версию. Потом javascript, я его честно говоря даже не собираюсь учить, в сети готовых скриптов хватает на любой случай жизни=) Удачи! </p>",""
"233343","","-9","<pre><code> paskal
</code></pre>
<p>улыбнуло. Но за него не беритесь. </p>
<p>А теперь по серьёзному.</p>
<p>1 . <strong>что не учить</strong></p>
<p>Pascal. Почему? Он умирает. </p>
<p>И php. Почему? Сам язвк туп, и плохо влияет на мозг. <a href=""http://habrahabr.ru/post/142140/"">Читать</a></p>
<p>2 . <strong>что учить</strong></p>
<p>Лично я начинал с javascript. Основы языка просты. Благодоря нему можно познакомиться с циклами, переменными и прочими основами программирования. Ну а дальше выбор ваш - можно java, python, c++ и т.д. и т.п. </p>
<p>Если хочется экзотики - можно lua. Он вроде тоже прост. Можно попытаться осилить python с начала - но вроде тяжеловато</p>
<p>p.s. привёт от 12 летнего меня, выучившего javascript в прошлые летние, </p>",""
"444468","","-9","<p>Да ну загнул, парсер под каждый сайт... Лучше сбор базы данных оставить профессионалам. А то я тоже сидел копошился, собирал, друг увидел эти мучения и скинул ссылку на компанию www.baza-inform.ru Где за низкие цены можно оптом базы нужные купить, с уже рассортированными по категориям. Отклик от рассылки отличный, высокая валидность. Я лучше заплачу чисто символическую сумму, чем буду год сам базу собирать :/</p>
",""
"443078","","-9","<p>Чесно говоря, когда я только начинал <code>PHP</code>, у меня очень часто возникала такая проблема...</p>

<p>Итак :</p>

<p><strong>Подоплека и причина данной проблемы :</strong>
<br>
Самая распостраненная - это отсутствие каких-либо записей в вашей <code>базе данных</code>.
<hr>
<strong>Давайте разберемся в данном процессе и почему так происходит:</strong></p>

<ol>
<li>Вы подсойденяетесь к вашей базе данных (положим так: </li>
</ol>

<blockquote>
  <p>$db = mysql_connect (""хост"",""пользователь"",""пароль"");
          mysql_select_db (""имя_таблицы"",$db);</p>
  
  <p>если Вы используете <code>denwer</code>.</p>
</blockquote>

<ol start=""2"">
<li>Вы посылаете запрос к Вашей таблице с целью сделать выборку данных.</li>
<li>Потом, так как, скорее всего, у вас нету записей, <code>PHP</code> получает пустоту, а именно <em>False</em> - конечно же <code>boolean</code>. </li>
<li>Так как result - это не <strike>boolean</strike>!!!!  в <code>PHP</code> происходит ошибка, так как <em>result</em> не принимает <em>false</em>.
<hr>
<strong>Как это исправить :</strong>
Добавьте запись в вашу таблицу : </li>
</ol>

<blockquote>
  <p>mysql_query (""INSERT INTO название_таблицы (поле№1, поле№2)
   VALUES('$login','$password')""); 
  <hr>
  <strong>Итак, теперь проверяем - опс, у нас все получилось.!!!</strong>
  <br>
  <em>P.S. : Пишите если не сработало</em></p>
</blockquote>
",""
"18693","","-9","<p>Браузер пользователя узнать в php нельзя, зато можно в JavaScript.</p>
<p>Для таких целей существует объект <em>Navigator</em>, а точнее два его свойства: <em>appName</em> и <em>appVersion</em>. Давайте для начала выведем название браузера пользователю:</p>
<pre><code>document.write(""Вы использует браузер "" + navigator.appName);
</code></pre>
<p>В результате Вы увидите имя браузера пользователя. Также огромное значение оказывает не только сам браузер, но и его версия. И для таких случаев используется свойство <em>appVersion</em>:</p>
<pre><code>document.write(""Версия Вашего браузера "" + navigator.appVersion);
</code></pre>",""
"539595","","-8","<p>Машем флажками, пришла группа детсада, которая прочитала книжку ""C++ за полчаса"", но ни фига не поняла.</p>

<pre><code>delete ptr;
</code></pre>

<p>Мил человек, ты понимаешь, что <code>ptr</code> - это переменная? В которой содержится адрес памяти, которую ты перед этим выделил (посредством <code>new</code> или <code>*alloc</code>, неважно). Ты эту память своим <code>delete</code> освободил, и теперь переменная <code>ptr</code> ссылается на хрен знает что:</p>

<pre><code>*ptr = 74;
</code></pre>

<p>Включая переход на код для форматирования твоего винчестера.</p>

<hr>

<p>Впрочем, нагнету в яслях:</p>

<pre><code>void *ptr = malloc(1234);
*(char *)ptr = 56;
ptr = realloc(896);
printf( ""%c\n"", *ptr );
</code></pre>
",""
"411414","","-8","<p><a href=""http://bit.ly/1CO2kid"">Вот, ссылка</a> может поможет ;)</p>",""
"355543","","-8","<p>Перепишите все в css файл и не мучайте себя sass или less. Это маркетинговый ход и ни разу не упрощает жизнь.</p>",""
"424900","","-8","<p>По-моему, лучше Вам перейти на PDO, дабы избежать всяких SQL и XSS-injections.</p>

<pre><code>    $username = trim($_POST['username']);
    $password = trim($_POST['password']);

    $pdo = new PDO(""mysql:host=127.0.0.1;dbname=project;char=utf8"" , ""db_user"", ""userPassword2015"");
    $req = $pdo-&gt;prepare(""select * from users where user='$username' and password='$password'"");
    $req-&gt;execute();

    if (!$req) { echo 'Логин или Пароль неверный'; }
 else { $req-&gt;fetchAll(); echo $req['FirstName']; }
</code></pre>

<p>Но я не советую держать пароль в открытом виде.</p>
",""
"459337","","-8","<p>Kiss my to tuhes(Поцелуйте меня в зад) пока очередь маленькая</p>
",""
"171984","","-8","<p>Продолжаем разговор.</p>
<blockquote>
<pre><code>Не по-русски: апсалютно не шаря, передовалась, конпелятор не видет,
</code></pre>
<p>арфаграфия (запрашиваемые 5 ошибок тут
есть)
</p>
</blockquote>
<p>Для тебя я сообщаю, что ты должен найти ашипки ВЫШЕ, чем то, когда ты ""бла-бла"" про ашибки. Найди хотябы 5штук в любом моём комменте, который был ВЫШЕ твоего ""бла-бла"" про ""арфаграфию"".</p>
<blockquote>
<pre><code>Структуры. Переменная m3_u64 является структурой (если C++, так
</code></pre>
<p>вообще классом), тип m3_u64_t.</p>
</blockquote>
<p>Класс и структура - абстракция над массивом, вернее вообще над указателем. Для конпелятора нет такой штукики, как ""структура"". Мб ты мне будешь вонять, что uint64_t и указатель это разные конструкции? </p>
<blockquote>
<pre><code>Соглашения: хотя бы вот тут: <a href=""http://en.wikipedia.org/wiki/X86_calling_conventions."">http://en.wikipedia.org/wiki/X86_calling_conventions.</a>
</code></pre>
</blockquote>
<p>Там вообще бомжовские виды, которые гцц с таргетом amd64 игнорирует. Ты думаешь я идиот и не почитал вики? Да и он тут непричем, ибо конпелятор тупо не осилил это разделить на 3регистра.</p>
<blockquote>
<p>То, что в данном конкретном случае
(если бы test_1p была static) можно бы
исхитриться по-другому, никак не
оправдывает усложнение компилятора,
тем более, что gcc -- проект FSF. Ну
не надо это никому (почти). А делать
ненужную работу -- нема дурных.</p>
</blockquote>
<p>Как, пример. На static конпелятору вообще похрен, и какой в ней смысл? </p>
<p>Гцц - топ1 конпелятор, что ты там fsf начал? Я говорю обо всех конпеляторов, говнище от МС я, как и любой вменяемый человек, за конпелятор не считаю</p>",""
"395941","","-8","<p>Извени за мой руский - в яве недавно - но динозавры говорят примерно так: был - есть и будет геморой в нашей професии и на ""тол**е"". Видроид - это главная тема, но сервак для него немало важен - ибо педиатров много но хирургов в х/100500 раз меньше по хз какой там проблеме!!!.</p>
<p>Задачи - это, реализация на вебе + мобильных платформах - практически большинство бизнес ""проблем"". Дизайнеров и фронт людей сейчас много, - ""javascript"" -
это не язык програмирования, но многопоточность и нагрузка на сервер с минимальными затратами - это ДЗЕН!!!!!! - и путь тебе потом в Систем архетокторы!!!! ~ 1500$ up.</p>
<p>Если - видроид - будь добр, утечка памяти, версии через каждых пол/года или менее и т.п. + приколы с стороны сервера при обновлениями его. Если бэк, тут те не хухры мухры - здесь JAVA с большой буквы и с релизами в том =+3 с копейками документации + спецификаций с стороны ЕЕ !!!!</p>
<h2>Бек - того стоит!!!</h2>
<p>""Подпешись, а там увидиш"" - (с)(англ. версия - перевод одной из сцен) ""Адвокат Дьявола""</p>
<hr>",""
"629447","","-8","<p>Ты Даун
Даун
Даун
Даун
Даун
Даун
Даун
Даун
Даун
Даун</p>
",""
"631622","","-8","<p>ya ne znayu, a ti mozhesh podscazat kak yazik pereklucit?</p>
",""
"639371","","-8","<p>Панасенко Андрей Станиславович мошенник и вор (1982-12-05) из Тульчинского района (Одесса, Украина)
Пропажа вместе с товаром (ОДЕЖДА).
После перечисления денег начинает кормить завтрашним днем, товар (одежда) так и не поставляет. 
ЦЕНА ВОПРОСА: 29385,14 грн На 05.12.2016
+380 (93) 323 07 08, 0933230708, 093-323-07-08.
34 года / Одесса, Украина / не женат.
который 22 марта 2016г подозревается в изнасиловании девушки в Киеве
БУДЬТЕ ОСТОРОЖНЫ!!!
он
<a href=""https://vk.com/id257691609"" rel=""nofollow noreferrer"">https://vk.com/id257691609</a>
его дочь
<a href=""https://vk.com/lpanasenko1"" rel=""nofollow noreferrer"">https://vk.com/lpanasenko1</a></p>
",""
"659390","","-8","<p>Как заказать профессиональное холодильное торговое оборудование?
Холодильные камеры - обязательный атрибут практически любого торгового объекта, занимающегося реализацией продуктов питания.
Если вы хотите заказать холодильный склад под ключ в г.Волгоград <a href=""http://stroyklimat.ru34.com/kypit/kypit-holodilnoe-oborudovanie/"" rel=""nofollow noreferrer"">http://stroyklimat.ru34.com/kypit/kypit-holodilnoe-oborudovanie/</a> или другом городе, вы можете обратиться в компанию ООО ""ЭкоЮгСтройКлимат"". Компания находится в г.Волгограде и профессионально осуществляет монтаж холодильного оборудования <a href=""http://stroyklimat.ru34.com/montazh/montazh-holodilnogo-oborudovaniya/"" rel=""nofollow noreferrer"">http://stroyklimat.ru34.com/montazh/montazh-holodilnogo-oborudovaniya/</a> в г.Волгограде.
Компания сотрудничает не только с российскими производителями промышленного холодильного оборудования, но и с иностранными, являющимися мировыми лидерами и выпускающими лучшее современное холодильное торговое оборудование.</p>
",""
"656693","","-8","<p>Можно воспользоваться нашим решением защиты от парсинга. Подробнее можно узнать на сайте www.variti.net . Мои контакты - d.scherbakov@variti.net . Telegram @variti . Отвечу на все вопросы о нашей защите , обращайтесь. Всем хорошего дня и отличного настроения.</p>
",""
"657629","","-8","<p>А посмотрите в логи, там обычно все написано.</p>
",""
"655615","","-7","<p>Проститутки Москвы заставят Вас забыть о рутине в Вашей жизни <a href=""http://www.intimtown.in/"" rel=""nofollow noreferrer"">http://www.intimtown.in/</a> </p>
",""
"655990","","-7","<p>Тупые что ли? Не знаете что такое ява скрипт??? Я в шокеее... А для Лизы и Артура сделать нельзя было статью про то , как же все таки включить голосовой говнопоиск в гугле пк??? Кэти хуети</p>
",""
"648820","","-7","<p>[Цензура]<br>
Симфолы c и c для javaScript - разные.</p>

<pre><code>  var a = prompt(""Введите количество всего процентов:"");
    var b = prompt(""Введите число людей которое составляет определенное число %:"");
    var с = prompt(""Введите число процентов которое составлять опр число людей:"");
    var d = (a * b);
    alert(d / с);
</code></pre>
",""
"635742","","-7","<p>Я нашла новый сервис, который быстро заливает большие файлы, хорошо работает. С его помощью можно отправлять больших файлы по электронной почте. Полезно для фотографов. Это www.jumbomail.me/ru/ вы сможете отправлять по электронной почте большие файлы до 5 ГБ бесплатно. Достаточно ввести адрес электронной почты получателя и загрузить их. Тут еще есть крутая фишка что можно потом просматривать фотки и слушать музыку не скачивая к себе в компьютер. Сама пользуюсь, рекомендую.</p>
",""
"617677","","-7","<p>beso.ru - лучшие знакомства в интернете!</p>
",""
"636615","","-7","<p>Проститутки Москвы заставят Вас забыть о рутине в Вашей жизни <a href=""http://www.intimtown.in/"" rel=""nofollow noreferrer"">http://www.intimtown.in/</a> </p>
",""
"636619","","-7","<p>Огромная база анкет на любой вкус. Вас ждут - дешевые и элитные проститутки Москвы <a href=""http://www.dosugcity.in"" rel=""nofollow noreferrer"">http://www.dosugcity.in</a> </p>
",""
"629570","","-7","<p>dafdafasdasfsdasfsdasfsadafsdafsdafsdafsdafsdafsdafsdafsadafsdafsdafsadfasdafsdasfddsad</p>
",""
"630530","","-7","<p>dqwdwqqdwqdwqdqwdwqqdwqdwqdqwdwqqdwqdwqdqwdwqqdwqdwq</p>
",""
"621766","","-7","<p>Используйте WinSCP! WinSCP - это графический клиент SFTP (SSH File Transfer Protocol) для Windows с открытым исходным кодом.</p>
",""
"603944","","-7","<p>Переустановите Outlook если не делали этого или попробуй восстановить с помощью сервиса <a href=""https://www.outlookrepaironline.com/ru/"" rel=""nofollow noreferrer"">https://www.outlookrepaironline.com/ru/</a></p>
",""
"602098","","-7","<p>Хотелось бы поднять вопрос о необходимости таких вопросов на StackOverflow.</p>

<p>Все таки это не форум для дебилов, вопрос здесь предполагает что человек уже потратил 10-15 минут, час, 3 часа на решение задачи, чтение документации, изучение спецификаций и не смог понять решение.</p>

<p>Что нас ждет дальше? 
Вопросы:</p>

<ul>
<li>что такое переменная?</li>
<li>как установить питон?</li>
<li>как сложить a+b, если a=2 и b=2?!</li>
</ul>

<p><strong>Касаемо самого вопроса</strong>
Чтобы получить список всех ключей словаря:</p>

<ol>
<li>Идете на <a href=""https://www.python.org/doc/"" rel=""nofollow noreferrer"">https://www.python.org/doc/</a></li>
<li>Выбираете версию питона.</li>
<li>Читаете раздел <a href=""https://docs.python.org/3/reference/datamodel.html"" rel=""nofollow noreferrer"">https://docs.python.org/3/reference/datamodel.html</a> о том какие типы данных есть в питоне.</li>
<li>Читаете раздел <a href=""https://docs.python.org/3/library/stdtypes.html#mapping-types-dict"" rel=""nofollow noreferrer"">Mapping types</a> о том, какие методы есть у словарей в питоне.</li>
<li>О чудо! Находите метод <code>.keys()</code>, возвращающий список ключей словаря.</li>
<li>Profit! Спасаете нас от вопросов: 

<ul>
<li>как узнать количество ключей в словаре,</li>
<li>как получить список значений словаря,</li>
<li>как получить список пар ключ-значение,</li>
<li>как объединить два словаря,</li>
<li>как удалить ключ из словаря</li>
<li>как получить значение ключа в словаре, если ключ существует</li>
<li>что такое IndexError</li>
</ul></li>
</ol>

<p>Если серьезно, нам что бд, мало пэхэпешников ""со стажем"", теперь нас ждут питонисты-идиоты?!</p>

<p>Люди, прежде чем начинать программировать - возьмите учебник по языку и прочитайте от первого слова <strong>издано в таком-то году</strong> до последнего на последней странице.</p>
",""
"603090","","-7","<p>Кто подскажет что означает when кроме как ""когда"" и в каком контексте   <a href=""https://preply.com/question/chto-oznachaet-when"" rel=""nofollow noreferrer"">https://preply.com/question/chto-oznachaet-when</a> . Пора учить англ.</p>
",""
